Date,I10550,E77520,H86102,H76273,F52898,D77182,I88468,I90394,H90401,D45225,H10901,E86444,I81222,H88215,D10661,H89011,E74740,E76392,H89190,I88362,F67774,E53074,I89002,I79906,F78405,E85621,I88281,E64629,E80415,H87318,H89437,D13610,H83835,D79122,I82686,H77466,D80054,E88360,H89828,D90126,I90361,E78987,I33209,H89050,I10890,D15457,D79702,D80928,D82824,H89773,H89598,H65665,D88351,G81893,H86432,E33452,E88332,H75157,G91556,E81472,B82656,B76221,H90373,F15720,H89548,I87445,H85332,I79698,D85645,E50243,H90000,E79879,H47626,H69032,H57007,E52396,G77659,H86111,F82646,H79116,H76721,B61815
Y2018M1,-0.007353,0.01666,-0.038803,0.093567,-0.076982,0.039697,0.107438,0.019359,0.014631,-0.061588,-0.01941,0.104116,-0.024324,0.056909,0.018112,-0.016179,-0.129657,0.075231,0.138718,-0.072188,-0.053454,0.138455,0.012545,-0.046669,-0.041822,0.089973,-0.036638,0.334346,-0.011033,0.088083,-0.035281,0.04778,0.046029,-0.064838,0.054091,-0.03908,-0.015757,0.086633,-0.001783,0.128834,0.151849,0.083523,-0.096932,-0.040809,0.092025,0.075476,0.16428,0.022615,-0.132701,-0.00882,-0.05584,-0.095757,-0.184092,-0.128743,0.081775,-0.035928,-0.074935,-0.064468,0.026667,0.167645,0.04838,0.060079,-0.01712,-0.011227,-0.063291,0.053933,0.037764,0.126594,0.027468,-0.061358,0.01928,-0.018307,0.020924,0.082523,0.050578,0.140741,0.049568,0.035256,-0.06735,-0.023244,-0.023629,0.047358
Y2018M2,0.007407,-0.080832,-0.053345,-0.037433,-0.050133,-0.101081,0.022388,-0.14362,-0.010031,-0.017271,-0.010283,-0.100877,-0.305633,-0.038043,0.306598,-0.014951,-0.056507,-0.020452,-0.032382,-0.082552,-0.061251,-0.07314,-0.05895,-0.056817,-0.076025,-0.087433,0.011096,-0.168565,-0.105489,-0.030952,-0.016205,-0.122854,-0.046703,-0.074667,-0.008193,-0.018233,-0.071605,0.006858,-0.021429,-0.157609,-0.065915,-0.062245,-0.139946,-0.009294,0.258427,-0.13565,-0.066,-0.018878,-0.032787,0.00463,-0.005459,-0.036044,-0.048349,-0.030928,-0.010554,0.02795,0.28794,-0.034204,-0.052191,-0.037298,-0.099213,-0.024951,-0.101027,-0.031025,-0.025096,-0.026032,-0.026518,-0.182572,-0.090504,-0.088995,-0.047362,0.121212,-0.014771,-0.009372,0.015589,-0.142433,-0.071057,-0.056669,-0.033943,0.010005,-0.052275,-0.019332
Y2018M3,0.007353,-0.026276,0.025169,0.014815,-0.003802,0.025411,0.007299,0.058212,0.029132,0.068541,0.040519,0.148781,0.147606,-0.024663,-0.019231,0.008788,-0.010799,-0.003297,-0.002125,-0.044179,-0.031779,0.13313,-0.116617,-0.021489,-0.000849,-0.066843,0.001219,-0.165753,0.028135,-0.019656,0.023829,-0.064923,-0.01932,-0.132565,0.008696,-0.032393,0.472488,-0.103448,0.018248,-0.070968,0.31419,0.027325,-0.134281,-0.023492,-0.040179,-0.032425,0.167024,-0.048928,0.039548,-0.013473,0.014573,0.022192,-0.069806,-0.063823,-0.0268,-0.033233,0.248092,0.00194,0.001473,0.016224,0.051088,-0.025307,0.057134,0.060654,-0.053465,0.006561,0.022878,0.037122,-0.008573,0.039916,0.008191,0.010395,-0.03349,-0.036773,0.043341,-0.079585,-0.013993,0.043135,-0.089907,0.001071,0.032686,0.015756
Y2018M4,-0.014599,-0.033462,-0.207485,-0.002746,0.032002,-0.062395,-0.018116,0.024967,0.010712,0.369637,-0.026013,-0.067941,0.171495,0.003542,-0.176471,0.02232,-0.080818,0.06946,-0.023423,-0.08317,0.027596,0.133859,-0.046087,-0.25669,0.056625,-0.02626,-0.02389,0.083744,-0.038719,-0.019215,0.00912,-0.006581,-0.003128,-0.086379,0.108944,-0.004351,0.074157,-0.044762,0.037906,0.152778,-0.040679,-0.084282,0.094891,-0.003995,0.04186,-0.019303,0.100917,-0.009249,-0.168478,0.020277,-0.003491,-0.024164,0.080373,0.059086,-0.011841,0.198332,0.222707,-0.008431,0.036804,-0.042404,0.136574,0.066369,0.002942,0.029218,0.135983,-0.000427,0.054113,0.031202,-0.060735,-0.043434,0.004018,-0.027778,0.022492,-0.038732,0.052791,-0.004511,-0.168175,-0.056626,0.031416,0.00403,-0.029674,0.116502
Y2018M5,-0.007407,0.017071,-0.072913,-0.110696,-0.006979,-0.0613,0.059041,0.114744,0.052369,-0.225301,-0.04982,0.084283,-0.061325,0.024107,-0.066548,0.052523,0.023952,0.057732,-0.144454,-0.110943,-0.014605,-0.053889,0.041074,0.102196,-0.006143,-0.016413,0.031961,0.097474,0.09519,0.031516,0.042259,0.077509,0.039893,0.203636,0.026334,0.023601,0.459355,0.073779,0.012174,0.084337,0.289072,0.168342,0.083333,0.01475,0.075893,-0.037726,-0.075,0.096266,0.339869,0.008809,0.049395,-0.024762,0.145088,0.036232,0.009196,-0.045033,0.128571,0.012484,-0.024366,0.043513,0.014128,0.031847,0.016936,-0.051282,0.202578,0.076808,0.03833,0.094402,-0.080106,-0.04963,0.045175,0.006349,-0.06302,-0.028671,0.011097,0.330799,0.040092,0.01474,-0.049071,0.041477,0.029562,0.058528
Y2018M6,-0.007597,-0.045283,-0.039143,0.063035,0.013833,-0.003417,-0.006969,-0.041403,-0.002962,-0.25661,0.000324,-0.176471,0.551107,0.005871,-0.005229,-0.009755,-0.003343,-0.001949,-0.041078,0.106649,0.045138,0.32688,0.106157,-0.018603,0.019401,0.050641,0.044085,-0.09572,-0.030541,0.012386,0.001904,-0.111661,-0.009077,-0.066465,-0.007385,-0.00747,0.096594,-0.004643,-0.04811,-0.077778,-0.082331,-0.06603,-0.201538,0.002982,0.070539,0.021875,-0.126306,0.058009,-0.356098,-0.012732,0.038201,0.051562,-0.151113,-0.005662,-0.051222,0.0638,-0.094937,0.004563,0.077269,0.006712,0.016347,-0.021517,0.047544,0.02759,0.182236,-0.011913,0.004977,0.001205,-0.000808,0.035556,0.003627,0.076761,-0.027671,-0.054647,-0.012195,0.022857,0.106002,0.047481,0.05261,-0.033402,0.069307,-0.011765
Y2018M7,-0.067543,0.037879,0.037736,0.103439,0.050028,0.104375,-0.031579,-0.021059,0.024316,0.12605,0.036499,0.022959,0.008152,0.037466,-0.064103,0.029588,0.124617,0.060547,0.112538,0.021095,0.040509,-0.041927,-0.035677,-0.006866,0.07185,0.023988,0.107251,-0.083461,-0.053539,-0.118271,0.006493,0.027507,0.031833,-0.174757,0.048932,-0.007151,0.071928,-0.003265,-0.007273,-0.114458,-0.060119,0.027268,-0.148362,0.016951,-0.003876,0.140117,-0.010105,0.010563,-0.45928,-0.002893,0.003751,-0.080609,0.051586,-0.039146,0.026185,0.024772,0,0.007171,0.031622,0.080972,-0.107281,0.00036,0.088188,0.053106,-0.196891,0.102281,-0.043579,0.019037,-0.084914,0.051092,0.024891,-0.011719,0.024081,0.072996,-0.037037,0.030168,-0.059975,0.028231,-0.057286,0.036582,0.062037,0.022959
Y2018M8,0.443548,-0.050936,-0.031818,-0.019427,0.012426,-0.047442,0,0.031346,0.036202,-0.380597,0.015674,0.311721,-0.006739,0.032336,-0.027397,-0.016321,0.020261,0.083794,-0.083232,-0.231318,-0.05228,-0.006527,0.063456,0.11076,0.018479,-0.013586,-0.006356,0.073848,-0.070659,-0.0037,0.010298,0.048119,0.022305,0.239216,0.036828,0.027466,0.332421,-0.029564,0.043956,0.07483,-0.157568,-0.075308,0.038462,0.001418,0.447471,0.060961,0.052083,-0.015431,0.831874,0.012294,0.023507,0.008162,-0.198633,-0.098519,0.066857,0.069975,-0.216783,0.012354,0.095505,-0.041822,0.021673,-0.111695,0.023555,-0.013507,0,0.081305,0.023473,0.105811,-0.002271,0.117574,0.024143,0.106719,-0.032706,-0.034217,-0.05,0.182561,-0.042178,0.005936,-0.034666,0.001546,0.036617,-0.173455
Y2018M9,0.162011,0.018941,0.041451,0.09839,-0.007531,-0.074631,0.050725,-0.02205,0.006873,-0.309091,-0.134536,0.057034,-0.024423,0.00536,-0.056338,-0.014397,-0.024972,0.04418,0.040093,0.154469,-0.037751,-0.075367,-0.010143,-0.06535,-0.000615,0.041953,0.089304,-0.047053,-0.07679,-0.060353,0.008725,-0.164335,0.004959,4.148734,-0.025083,-0.052483,-0.029377,-0.066731,-0.064912,0.246835,-0.004139,-0.082762,-0.102397,-0.039316,0.096774,-0.00023,-0.012376,-0.023256,-0.148184,0.007358,-0.014794,-0.038153,0.014551,0.075,-0.068546,0.046373,-0.107143,-0.027742,0.037012,-0.083053,0.011174,0.062253,-0.08682,0.038871,-0.03871,0.039703,-0.024788,0.05836,0.044672,0.007435,-0.01675,0.0125,0.016704,-0.046283,-0.023392,-0.214286,-0.154961,-0.020319,0.034221,-0.002315,0.013457,0.049462
Y2018M10,-0.153846,-0.078138,0.022803,-0.180782,-0.118428,-0.007062,-0.065517,-0.115526,-0.001745,-0.087719,0.083979,-0.113309,-0.00904,-0.06822,-0.023881,-0.050912,0.032893,-0.070464,0.048105,-0.089376,-0.067721,-0.015785,-0.126948,-0.061668,0.001945,-0.102072,-0.094544,-0.580575,-0.132567,-0.028261,-0.05102,-0.213396,-0.079294,0.28027,-0.078176,-0.02498,-0.04455,-0.146632,-0.056333,-0.320812,-0.202364,-0.166392,-0.194175,-0.013786,-0.097549,-0.22976,-0.097945,0.069358,-0.251403,-0.034065,-0.025035,0.074083,-0.277943,-0.031008,-0.062293,-0.015909,-0.1974,-0.048667,-0.001009,-0.083289,-0.259346,-0.033908,-0.08197,0.025266,-0.104027,-0.102967,-0.10968,-0.069274,-0.036014,-0.109779,-0.090485,0.016755,-0.049945,-0.013099,-0.124827,-0.418182,-0.084,0.072333,0.029412,-0.067323,-0.038008,-0.20327
Y2018M11,0.659091,0.06763,0.084313,-0.005964,0.060836,-0.11138,-0.00738,0.054596,-0.006993,-0.014423,0.082857,0.085193,0.030175,0.019211,0.116208,0.041606,0.036704,0.103817,-0.023708,0.094636,0.084836,0.212436,-0.025463,-0.008794,0.035721,0.164295,0.106961,0.126779,-0.011376,0.17226,0.052442,0.075743,-0.002885,-0.135862,0.063433,0.043042,-0.298469,-0.018281,0.021635,0.174888,0.108614,0.145705,-0.072289,0.023628,-0.265616,0.113169,-0.100467,0.059051,0.029985,-0.006723,0.006341,-0.061215,0.226712,-0.0784,0.067046,-0.031178,-0.127835,0.038732,-0.115152,-0.00586,-0.024988,-0.051329,0.114081,-0.202767,-0.125468,0.014913,0.014079,0.038435,0.032417,0.181347,0.023511,-0.120555,0.089924,-0.027814,-0.048947,-0.251272,-0.062591,0.055709,0.027778,0.067463,0.202553,-0.040241
Y2018M12,-0.172603,-0.067192,0.002643,0.00712,-0.002916,-0.37781,-0.085502,-0.112058,-0.062793,-0.04878,-0.050516,-0.252336,0.102861,-0.088581,-0.172603,-0.007113,-0.005682,-0.114829,-0.026423,0.036553,-0.115182,-0.058507,-0.250948,-0.010272,-0.032426,-0.111645,-0.160697,-0.249139,-0.162603,-0.154927,0.022554,-0.065954,-0.100904,-0.243889,-0.056529,0.021294,-0.153064,0.00869,-0.146275,-0.195929,-0.082844,-0.041067,-0.097403,-0.015394,-0.139793,-0.061922,-0.124784,-0.120658,-0.596798,-0.017371,-0.078087,0.033058,-0.267448,-0.118943,-0.096267,0.057211,-0.144714,-0.01703,-0.04766,-0.0918,-0.282156,0.036784,-0.065021,0.037283,-0.1606,-0.077968,-0.128255,-0.165481,-0.119041,-0.127193,-0.114495,-0.008876,-0.059037,-0.106781,-0.082457,-0.346467,-0.108696,-0.033194,0.011969,-0.116255,-0.114491,-0.209773
Y2019M1,0.262417,0.153224,-0.015819,0.114201,0.025154,0.19871,0.004065,0.099154,0.046213,0.725389,-0.022357,0.2525,0.080914,0.07925,0.059603,0.071687,0.079193,0.012901,0.148605,0.070357,0.191036,0.087048,0.183302,0.267338,0.054819,0.128328,0.088443,0.348624,0.163362,0.126668,0.023666,0.174043,0.142694,0.285819,0.000781,0.023393,0.017757,0.144534,0.089013,0.112342,0.115311,0.117492,0.352518,0.061403,0.124678,0.007225,-0.023574,0.105509,-0.086643,0.056959,0.136,0.208,0.852896,0.05411,0.141894,0.00451,0.4306,0.064763,0.107212,0.124727,0.13996,0.160685,0.0168,0.003523,0.07398,0.082822,0.066875,0.062969,0.083151,0.146593,0.111608,0.106468,0.038732,0.074401,0.135103,0.089397,0.333039,0.09261,0.06715,0.116307,0.012152,0.190832
Y2019M2,-0.017705,0.054985,0.148871,-0.057041,0.03164,0.05253,-0.036437,0.052448,0.062577,0.216216,-0.013431,-0.269461,0.063429,0.032296,0.255625,0.012671,-0.026246,-0.014152,-0.038983,-0.11396,0.05174,0.016422,-0.022299,0.069984,0.022748,0.066989,0.154071,-0.038549,0.07662,0.078535,0.060103,0.10377,0.019002,0.169714,0.028867,0.026748,0.001493,0.076632,0.128565,0.027027,0.037622,0.085417,-0.101064,0.023952,0.032875,0.172807,0.428365,0.03338,0.102767,0.028692,0.029773,-0.033113,0.219663,0.168113,0.046528,0.017957,-0.033392,0.026938,0.029418,0.044792,-0.039283,0.034299,0.04412,0.051255,0.047506,0.052716,0.087338,0.047171,-0.066162,0.033931,0.039909,0.180755,-0.006324,-0.007565,-0.017535,0.201942,0.108681,0.019151,-0.013943,0.066278,0.077317,-0.003581
Y2019M3,-0.033378,0.029151,-0.01479,0.003544,0.013912,-0.011088,-0.05042,-0.039867,0.013857,-0.424691,-0.071064,0.019126,0.12144,0.019155,-0.193629,0.050346,-0.048437,0.109456,-0.023222,0.083819,0.017431,0.001782,0.011445,-0.002551,-0.020027,0.061814,0.021664,-0.122641,0.102826,-0.151884,-0.001747,-0.105182,-0.053154,0.014167,-0.052038,-0.00312,0.006827,-0.003008,-0.069785,0.120499,0.077775,-0.04501,-0.192308,0.031112,-0.136195,-0.090353,-0.007895,-0.015014,-0.086022,-0.000829,0.016628,-0.028596,-0.019562,-0.080661,-0.066891,0.02417,0.087088,0.018637,-0.015554,0.028326,0.06357,0.083849,0.061528,0.044123,0.018141,0.004109,0.001937,0.065917,0.03099,0.03202,-0.019192,-0.057121,0.003008,0.005241,-0.048134,-0.231018,0.025105,0.118706,-0.004351,-0.018399,-0.030609,0.116479
Y2019M4,0.186464,0.017685,0.048448,0.054862,0.071899,-0.004983,-0.044248,0,0.050175,0.08658,0.069791,0.008043,0.194538,0.039992,0.002469,0.035387,-0.038588,-0.09138,0.009329,0.178422,0.06275,0.026855,-0.085038,-0.107081,-0.065032,0.030788,-0.032909,0.087366,0.079597,0.100797,0.022855,-0.062662,0.058947,-0.099229,0.013044,0.010322,0.150059,0.260935,0.031071,0.090235,0.18567,0.204074,0.271062,0.027337,-0.039417,0.018949,0.265048,0.00739,0.180392,0.047025,0.020576,0.016393,0.047128,0.061883,0.066319,0.078431,-0.023333,0.02218,0.04898,0.122912,-0.072392,0.00085,-0.01084,0.029877,0.144766,0.048521,0.015848,0.048062,0.000634,0.059277,0.039074,0.074313,0.068743,0.150474,-0.019886,0.058823,-0.01648,-0.004364,-0.025856,0.01578,0.100552,0.094218
Y2019M5,-0.33993,-0.057361,0.002278,-0.086598,0.017896,-0.11874,0.032407,-0.068056,-0.024444,-0.203187,-0.085899,-0.364362,-0.04292,-0.062986,-0.060961,0.017834,-0.053595,-0.08099,-0.034586,-0.123818,0.019263,0.055558,-0.137227,0.023828,0.045111,-0.029748,-0.106927,-0.253399,-0.05335,-0.035469,0.045235,-0.086676,-0.040723,-0.051872,-0.06775,0.013224,-0.120935,-0.108713,-0.053132,0.175737,-0.238142,-0.19516,-0.072046,0.028898,-0.134701,0.219856,0.080645,-0.133425,-0.156146,-0.02209,0.01578,-0.051821,-0.204665,-0.005068,-0.119908,-0.023232,-0.043117,0.018057,-0.047819,-0.099464,-0.248462,-0.016469,8.5e-05,-0.068998,-0.114786,-0.051145,-0.092466,-0.048248,-0.1962,-0.197371,-0.08134,-0.093985,-0.022016,-0.156684,-0.061449,-0.254545,-0.240574,0.068971,0.008224,-0.065397,0.030362,-0.20473
Y2019M6,0.144621,0.165415,0.064527,0.085033,0.046282,0.13327,-0.273543,0.025335,0.045558,0.495,0.084127,0.230125,0.116094,0.069339,0.016393,-0.016283,-0.033603,0.153593,0.05681,0.0288,0.028971,-0.021387,0.019127,0.080504,0.024782,0.161681,0.131128,0.599338,0.078317,0.019781,-0.002986,0.117287,0.067887,0.093627,0.04643,0.036645,0.000776,0.070404,0.10804,0.08486,0.073205,0.083344,0.046584,-0.012137,0.002062,-0.011065,-0.134328,0.052381,0.051181,0.040661,0.03439,-0.042252,0.057414,-0.027562,0.025459,-0.01758,-0.064796,0.007985,0.068663,0.105717,0.097397,0.076126,0.009769,0.135422,0.030769,0.16145,0.125265,0.063714,0.091321,-0.056996,0.068365,0.102905,0.046931,0.076677,0.024707,-0.062331,-0.070922,-0.016286,0.126321,0.018499,0.176129,0.046729
Y2019M7,0.095532,-0.007348,0.069231,-0.069333,0.01402,0.134187,-0.04321,-0.03647,0.035117,-0.276094,-0.017365,-0.061225,0.015021,0.015199,-0.190323,0.010351,0.003735,-0.337475,-0.021043,-0.097549,-0.011309,0.03004,0.119817,-0.000471,-0.030456,-0.099107,-0.051868,-0.335404,-0.107012,-0.255311,0.057152,-0.08398,0.010807,-0.041258,-0.039739,0.012322,-0.129774,0.102639,0.045697,0.083556,0.027152,0.089043,0.160237,0.021115,0.274691,-0.084038,-0.215948,0.022122,0.011236,-0.017235,0.034318,0.022383,-0.142578,-0.000886,0.050568,-0.083158,-0.075133,0.049572,0.069713,0.071563,-0.029839,-0.084376,-0.02912,0.114857,0.113006,0.06357,-0.04513,-0.134274,-0.063038,0.080208,0.007507,0.103837,0.017421,0.025108,0.116938,-0.234104,-0.164372,0.03507,0.030438,-0.001323,-0.020802,-0.014286
Y2019M8,0.008439,-0.10026,-0.070216,-0.012623,0.061366,-0.129976,0.051613,-0.005299,0.015617,-0.083721,-0.100548,-0.217391,-0.055494,-0.016576,0.000996,0.026094,0.006512,-0.118601,-0.073267,0.109263,0.046569,-0.120351,-0.21648,-0.036505,-0.045674,-0.132091,-0.024825,-0.264798,0.017033,0.010667,0.016825,-0.143996,-0.072724,-0.193653,-0.01337,0.03338,-0.104702,-0.087205,-0.078296,0.152584,-0.072469,-0.081805,-0.168798,0.004491,-0.472155,-0.253257,-0.009236,-0.085096,-0.12963,-0.009961,-0.026616,-0.06975,-0.251025,0.242908,-0.064419,-0.099885,-0.096907,0.011124,-0.000189,-0.000898,-0.210883,-0.076734,0.08106,-0.030454,-0.097701,0.059427,-0.122095,-0.040623,-0.000259,-0.040501,-0.054364,-0.05317,-0.008561,-0.068896,-0.0966,0.074219,-0.004119,0.087752,0.042815,-0.063311,-0.011385,0.02808
Y2019M9,0.066946,0.095197,0.011548,0.031167,0.012192,0.194741,-0.055215,0.049467,0.010339,-0.025641,0.087636,-0.050926,0.019977,0.019481,0.030846,0.018808,-0.05268,-0.124209,0.031689,0.043843,0.021773,0.074764,0.047255,-0.092765,-0.008317,0.072489,0.008918,-0.572034,0.069129,0.095238,-0.009091,0.102473,0.075106,0.011341,0.041837,-0.012808,0.044218,0.041719,0.015804,-0.190036,0.028778,0.076219,0.107692,0.001661,0.136086,0.067975,0.008545,0.028495,0.229787,0.011133,0.027074,0.004016,0.072993,0.085199,0.09427,0.017857,-0.223744,0.001744,0.038628,0.115943,0.17757,0.029854,0.058724,0.052062,-0.084926,0.043423,0.129588,0.069724,0.066002,-0.005025,0.039864,0.008279,0.044982,0.028441,0.01374,0.050909,0.11789,-0.035232,-0.041693,0.032805,-0.10127,-0.005314
Y2019M10,-0.127451,0.013078,-0.014502,0.040208,0.011153,-0.051351,0.064935,-0.016739,-0.017977,-0.005263,-0.052467,0.039024,0.003102,0.021607,-0.061776,-0.00201,0.041463,-0.321898,0.047815,0.073935,-0.028191,-0.042142,-0.219543,0.13054,-0.033655,0.000767,-0.018055,-0.193069,0.015887,0.016585,-0.006036,-0.020299,-0.010882,0.083113,0.127849,-0.011621,0.070539,-0.020825,0.009408,0.023726,0.064459,0.014853,-0.122222,-0.009667,0.380888,-0.014976,-0.110915,0.008887,-0.086505,-0.000869,-0.043905,0.116,0.053855,-0.033646,-0.022795,0.092732,-0.545098,0.007576,-0.001639,0.054545,-0.043544,-0.001536,-0.021339,-0.166004,-0.074246,0.023634,0.004813,0.077558,-0.033521,0.043434,0.017462,0.139593,-0.089543,0.087415,-0.052445,-0.100346,0.287594,-0.013793,-0.04085,0.036639,0.045178,-0.142475
Y2019M11,0.053865,0.020863,0.057921,-0.008299,-0.018215,-0.0298,0.189024,0.036269,0.023497,0.026455,0.111734,0.183099,0.006185,0.036364,-0.016461,0.023978,0.000468,0.355604,-0.047446,0.103058,0.011921,0.028672,0.0754,0.122021,0.025908,0.020527,0.11748,-0.508957,0.007554,-0.01595,0.004172,-0.033806,0.012791,0.295372,0.036285,-0.014619,-0.20759,0.081181,0.013981,-0.169957,-0.001904,0.006538,-0.161392,0.003123,0.109162,0.007256,0.02104,0.233161,-0.337121,0.020828,-0.024584,-0.032258,0.239914,0.0059,0.017821,0.036697,0.724138,-0.002904,0.059086,0.037484,-0.00545,0.049029,-0.047938,0.098569,-0.037594,0.037591,0.032335,0.041407,0.052785,0.003872,0.02479,-0.058897,0.005129,0.074484,0.022388,0.076923,0.064234,-0.018571,-0.041897,0.027106,0.042846,0.084112
Y2019M12,0.247414,-0.011263,-0.027745,0.080194,0.060312,0.008394,0.071795,0.036429,0.018153,-0.025773,-0.006552,0.309524,0.107952,0.029169,-0.041841,-0.008518,-0.015918,0.115,0.095827,-0.003457,0.057984,0.065266,0.049481,-0.072642,0.035963,0.102681,0.051704,-0.154673,-0.0138,0.094777,0.022786,-0.015411,-0.028893,0.007992,-0.013829,0.022843,0.259356,0.00948,0.033321,0.097208,0.079878,0.107679,-0.007547,0.021803,0.042179,-0.041166,-0.051879,0.179832,0.04,0.047642,0.039123,-0.006259,0.036009,0.121884,0.029893,-0.028761,-0.235,-0.000585,0.00452,0.093563,-0.139954,0.087977,-0.001075,0.100543,-0.046875,0.013305,-0.00975,-0.039636,0.125165,-0.029894,0.027806,-0.001332,0.002013,0.033145,-0.027981,0.317857,0.198217,0.078494,0.029996,0.061578,0.058781,0.196532
